id	filename	md5	size	state
57c67add-19db-4155-be33-4671eb667c19	519b55aa-b645-4c22-be55-291dd7b54b2d.rna_seq.genomic.gdc_realn.bam	9361fa2a22b74d0ee9bc818a305d3fc9	15776997474	released
724d826a-ed01-4c8d-9e8a-e62251f79747	05790ad8-00da-4ef7-acd9-df61136b0a78.rna_seq.genomic.gdc_realn.bam	fe8b746619aaa5f2484383fb87253897	13497294723	released
2cca2f80-61c3-4351-bf90-c55583ad7e40	7e053999-679e-48dc-b310-5507e8923b52.rna_seq.genomic.gdc_realn.bam	28d4489002956bc9dd9a874d4aa64c4b	14760900907	released
517897ce-c28a-4a02-8fa2-d2af5bedf9f7	6061385a-7897-48a9-8c4b-355cc3713400.rna_seq.genomic.gdc_realn.bam	0f6343277d45a0270be19aca63140ea2	15136127143	released
229d3bec-c72e-4287-862f-2b723c47349c	63a3b63e-87a3-48fa-b9cc-44324331ab0b.rna_seq.genomic.gdc_realn.bam	260c6aa219752742ca597f79eb2aba73	15624992123	released
673e1123-d4e9-46c2-bf4c-39e63a3a1ec3	39dbddd6-3355-47fc-8e0c-84b9de1cc28b.rna_seq.genomic.gdc_realn.bam	c86cb9b12b4215eb6f9d2ffe02b962c7	11590333144	released
db39a807-ee48-44d7-876e-c8440a3d57c6	17a78aac-5c3d-4c19-9c25-5ba6e6c33bc7.rna_seq.genomic.gdc_realn.bam	cb5b47e76347b4e36acb0747cc9c6ca0	4317349054	released
bd9882ce-fc1d-457e-89d5-1e2837561e43	cdf24d39-99e8-4ec1-900a-7fc0640e1eab.rna_seq.genomic.gdc_realn.bam	5f1d2557a280175f4592193798133a72	6933824782	released
53b94542-7931-4e81-bcfe-7030399e6498	35bee4ea-b6d1-456a-94d2-fbb8ee322078.rna_seq.genomic.gdc_realn.bam	bd334016565982c1064a988098f8cbcb	15138630585	released
d34d2018-da15-44fa-bf5b-90ab3a753709	344bf22c-3371-450e-80bf-868b71951105.rna_seq.genomic.gdc_realn.bam	754c00cc5a78e9c5d91a924307c70587	7385508641	released
57f89213-e7cc-442b-b0b8-f06f67539d07	b7aa4c05-568f-4747-9ea3-c9fa4cdbeea9.rna_seq.genomic.gdc_realn.bam	08b487f76292f91c0ac7c0de4d4b030e	11734132945	released
0a2d1e58-4907-4e7f-8de1-82371982a492	b74e798d-b02a-44e3-a562-965a01ce2034.rna_seq.genomic.gdc_realn.bam	55950a61caedcf96fa04a4e54d024465	11887447151	released
421986ba-7335-434b-bbdc-d6eaaa65060e	721d4acc-6344-4956-b181-f2352bee2e0e.rna_seq.genomic.gdc_realn.bam	c0d614125d4c7d3bac988e892e6868db	7046593517	released
4cc18241-c60f-49ab-b84f-124608309ec8	653be795-af40-43b5-874f-c57f472381cc.rna_seq.genomic.gdc_realn.bam	03a680268374cfc6c9e1fe410b768572	16202325817	released
a6202db7-3d86-49b5-b1d9-8449fca0767e	1810c35f-a1be-42da-8cc3-17624d32e9f6.rna_seq.genomic.gdc_realn.bam	74493e9c9c547c9a739b8f6c145bd96a	15778674011	released
103f7bba-03d5-4336-ae52-017a6ea9a828	1baf79ea-443d-453a-b7df-c3d520466e26.rna_seq.genomic.gdc_realn.bam	f76b6fc31b4a19a84ffb3ac49007d0d8	12541029760	released
0ef1854d-04ad-45bd-98a9-ae227edde463	4dbfcf44-81c5-4619-8318-8793d99fe4aa.rna_seq.genomic.gdc_realn.bam	19a80056b3db745c88c1f9b72163350e	14980360090	released
52782c33-770f-4980-8034-84d6f575a52a	9fed57f8-34f6-4726-8e69-8e48194663ad.rna_seq.genomic.gdc_realn.bam	6ce431071076f36afca5483ba51ce8a5	11371049148	released
c4e89223-d17a-4b6d-874a-db7b177b90bb	211c2d4f-cc22-4617-a1f8-0bf9338db990.rna_seq.genomic.gdc_realn.bam	75c2f9a77b652f683474a375c2c1e42e	14767223240	released
39d486fa-a945-4902-966e-6164275f59f3	15d11cb0-928f-4ef5-b3c3-ab9e8991753d.rna_seq.genomic.gdc_realn.bam	1e35f227b6997b19a2f05746db373a4a	13741779229	released
59d8921a-41cd-43ad-a3d2-c2206c0ba564	c2fa8317-cb42-4adb-a597-ee5176510b9d.rna_seq.genomic.gdc_realn.bam	dd4305342dcf745e819aa419bb962b57	11588708043	released
63b5c10b-494f-414d-a48b-4b9498965dcb	d7b22af2-b49b-4ea3-9a6b-76974ed8482d.rna_seq.genomic.gdc_realn.bam	f3459b41d733f7300b10946143534858	15111943267	released
19cb10d8-8789-4d20-add1-e79dcbd2d6af	15216993-c048-4234-8981-02ebef70c40d.rna_seq.genomic.gdc_realn.bam	744b4e9986bc7431b86e74a1f478faa6	10634547534	released
67630fc6-0240-4315-8ab5-5d5a37cc074f	86272ea4-c83a-4023-8331-3d7ba02e13cc.rna_seq.genomic.gdc_realn.bam	839ef07eef77106966fbe3c61ebec315	7002012335	released
5155578c-9c78-4584-b3b1-c163ae7ff782	e4ab0d64-9d7d-4a3c-b904-227ea0487f57.rna_seq.genomic.gdc_realn.bam	a6fd61f29eabb91b2b196856deb46074	27392039548	released
f1bccfe1-79f5-405a-add1-a084051de0a3	b6c628ea-959c-4439-9222-6af56666dd67.rna_seq.genomic.gdc_realn.bam	4498ca9492bf923657644b49258ba3fe	17843693230	released
e5652b8c-6338-49a3-9bab-bad0e4ce5976	0569acd2-7934-47e7-8d3f-201a74a19b54.rna_seq.genomic.gdc_realn.bam	f364c226dc81fcda99b08878c89e8629	11538184367	released
3e757b41-dbe4-4119-ae4c-a737f2933c4f	bf2017da-0eda-49f3-9f83-3f0f9b70bc5c.rna_seq.genomic.gdc_realn.bam	67749a3b0cf215c09d951cb337baae15	19791195831	released
8abf8b39-c0ab-4304-8063-22da20c05c4f	7162ed97-8f56-41ee-849a-4ebcd8d0b775.rna_seq.genomic.gdc_realn.bam	47560eb83c7675d22290fe632e2b09d4	11594647380	released
d9f5f50a-4da5-4138-9ca6-d05ae0e37011	e30c9831-f037-49b8-a8d9-e0c38063ab37.rna_seq.genomic.gdc_realn.bam	0e768d648326488d4048ea14f953e6ff	7374187335	released
66c2c2d2-6dae-48f6-be7c-979212319d34	84f435ab-f41c-4705-92c4-16f48694a09b.rna_seq.genomic.gdc_realn.bam	8e96bcfbb60ecc1d57c54a4d85830233	12789467006	released
fc15509e-a6c1-4779-9250-21aced9cf53a	ab7d8a73-dcd6-4e6c-8cc5-10cb4e2e6039.rna_seq.genomic.gdc_realn.bam	bfc220bef0af57960cafe2ecccba3cef	7213559297	released
5fcd818f-693c-4f27-aa55-eeb1a650005e	94aed038-cec3-4916-9f17-d6e6ff892810.rna_seq.genomic.gdc_realn.bam	4cbd4576b7c468b048971ccd9604c1d1	13899587053	released
02985ea7-7d38-4d6d-a567-f762cb96d4e2	1306b45e-2874-4d57-891a-b8860cc86889.rna_seq.genomic.gdc_realn.bam	c29db4152f8d2f7d8013009772fcdded	11002495224	released
ed07a070-8324-47ef-98dc-d299e99ec42c	87f47ee2-c51d-417c-b7e0-7c3727a70b77.rna_seq.genomic.gdc_realn.bam	ccc27bc3f25d9d4f8bc5c5f62fa1ff88	5984051596	released
4866956c-ff27-4c21-ad4a-28f4937e678b	21654c4d-0761-458f-8c4b-9e392f23658d.rna_seq.genomic.gdc_realn.bam	43e713b841d5e98c8ad6581ffb3b9900	17002898821	released
c1ca76ea-333a-4c13-bfdf-e366dbe2d842	39b8b57e-a82b-44d4-ae57-1661be5119b6.rna_seq.genomic.gdc_realn.bam	1d8404e8fa6d5716022eef78d2eac7c2	7512981244	released
07bb9aaa-bae4-423d-982b-7d842f5c0f09	5c75138e-7728-4d64-862d-71591d54fcd7.rna_seq.genomic.gdc_realn.bam	f387630bab4258f6ef7d3884cd89113b	10442325214	released
c0c39d81-610a-4f75-9a51-28020c30138c	246ed8d0-d28c-4306-bc72-4f9236b5a4ee.rna_seq.genomic.gdc_realn.bam	aa740cd268ba8eedf0d984841cfdc548	8210453932	released
c506dc92-003c-401f-b8b2-b7daa8348fbb	48511e7f-2410-40ce-903e-502ce0a6161a.rna_seq.genomic.gdc_realn.bam	8d9f18b4f48e750d4b933aeb98ef0e2a	8301171268	released
9dc21654-015a-40c5-895a-ef1695cc44b6	a67b2e08-6a66-4c3d-aafe-3de831f9c2ad.rna_seq.genomic.gdc_realn.bam	975c762f7ddd79387e5ca30816301876	7730844386	released
67662d23-5fdf-4e61-ac97-6ef191a03d38	31d1c626-5bf7-4da3-9256-93fdb624192b.rna_seq.genomic.gdc_realn.bam	c4058380c0fa333f357007693c3e12f1	12423065377	released
4cf1535d-6911-4690-a11c-6a772afb34d2	66997007-7636-487f-a6b4-c5d52cb101e4.rna_seq.genomic.gdc_realn.bam	bc666654c1f468edbbe888f0799268d2	10014099747	released
49cd58b3-0c3a-4b25-9d10-652e4bef5105	580da070-1758-447d-a572-6c2ed09a2343.rna_seq.genomic.gdc_realn.bam	5aa4b326a99e875d31f4e516a35621dc	10621914776	released
570e9d1c-9d07-4dd0-af37-21e944d0f961	d4df0033-66b2-47ca-81f6-f2496be1fcd1.rna_seq.genomic.gdc_realn.bam	ef238cf9ce481c2d45462bf7bb86dfb6	12568822805	released
8c8c091d-e7c7-4d60-b1c1-70efe8bdfecc	3555f1d7-155f-4145-91b5-e1cd3082dca9.rna_seq.genomic.gdc_realn.bam	3f3896b67868f7ffcdecd7f7c4b6cf73	15952848858	released
984b8330-a4c9-4586-b938-da8fe3cccb07	88733232-2ad6-4f1e-aeaa-5143f289aabe.rna_seq.genomic.gdc_realn.bam	f6d0cb6c419ca96f4a2f8433e639de3f	13679232641	released
b67c8a7c-fea5-45e2-95d7-21542f4986f0	1e33c967-41d8-47fe-9434-e2ee82c180e8.rna_seq.genomic.gdc_realn.bam	771554c76bc45cb5850de3e2e85d038f	13744484769	released
f3ed0846-c69d-4b15-8a22-7e0769a6ab7a	70350736-0880-4777-9a68-a5c740a5e390.rna_seq.genomic.gdc_realn.bam	a17dfed447d93d7f45c415bf6d4c72ba	8222650356	released
20ca4d92-4223-4f30-969c-6b7a3720bc43	c7a39e9b-ce36-4b8c-9bd2-7884d7719b9b.rna_seq.genomic.gdc_realn.bam	74c5146b3d8cb26d44081a779b29be75	7392140059	released
7116aa54-b7bf-4bb9-a66d-3f522e054696	774e6f83-e7a5-4b86-b729-ab1f03e4d801.rna_seq.genomic.gdc_realn.bam	a600a2a8c91ba8eb9a4ef1af827bdf96	11898378182	released
a8b1aff6-2d53-4214-81a4-5bb71dfbe8e3	b44ffeb2-2db5-41cc-9a6a-b83ce6ed5be3.rna_seq.genomic.gdc_realn.bam	eb20b2e3df449928e810747217a78e8a	10750229855	released
db5e4518-d441-4a25-a8c3-b50b648239e1	8fdfcb64-991a-4bb3-bc68-7815818880b7.rna_seq.genomic.gdc_realn.bam	b82aec3b2f389a271e4345842ea70bc2	14731332171	released
c606e5a9-ca92-4805-a5e5-2315647e04c9	5cec1812-c2a5-4f34-9bb0-f22b17c6e0b0.rna_seq.genomic.gdc_realn.bam	5e3ee180cd5a3bb715e9b9b73ef2ca82	12633724947	released
586c88bd-3937-4fa2-8d70-db14cafe95fd	a2f56843-c5a9-4043-9969-026731794bce.rna_seq.genomic.gdc_realn.bam	eeb6c185e6145a603a033b84acbba8b0	12429423923	released
8fe9c141-8fd6-462e-90aa-686e604f4cb6	7b130ef0-73a7-4f2d-8cb2-329ad144c9cd.rna_seq.genomic.gdc_realn.bam	ac0e799f24fdcea7128f96defdd96c4f	6788103342	released
971c900e-204f-4fda-9006-4cb6e9fcab26	ed7b0b50-3928-4d15-b036-dbbb01b530e5.rna_seq.genomic.gdc_realn.bam	94b3eb6627df89e15f84b8426e488c9d	16871021550	released
2add779f-834e-46f5-8e36-413890b9ed9f	c2e995fd-3b8b-43da-82b9-5f971ce0e166.rna_seq.genomic.gdc_realn.bam	1cc43aa7ff5ad65a4db77821be07fb23	15666754927	released
eac21d04-a479-4f0a-8037-3ba4d4bba1e5	5b546308-7ade-4424-b9f1-98f323ded64e.rna_seq.genomic.gdc_realn.bam	efa84155cc7c8481fd8a82521bb53774	15575332313	released
10bef476-a090-4a2b-ba59-f53d74daaed0	471c9d40-07fc-4e56-ae34-421619993819.rna_seq.genomic.gdc_realn.bam	e9feb45e0732a1beaba9414839de9fcb	12675987402	released
d2eb86a8-5707-4f66-8143-6a87487970d1	ef7bdca7-7327-4c23-a351-dd35a818c583.rna_seq.genomic.gdc_realn.bam	06a2e7823649d2ad3a50c3cdb61e7042	13368865024	released
673f2f7b-7724-4025-91a4-c66df750b565	2b6119d6-6afa-4b8b-8750-ff3513e3b5ae.rna_seq.genomic.gdc_realn.bam	c494db401dc55f2cfc49a73138cc3ddf	14750084546	released
2208f912-4a13-43bf-8361-78c366494b82	05ff8bb2-7a80-4cb3-9bda-9c575c81dbb4.rna_seq.genomic.gdc_realn.bam	f38440449b86d2df32ceef8c4d03200a	16698555527	released
7e99212a-13f6-4f0f-ba49-d2028c5fb972	eb79566a-c8bf-4822-bdf4-7119952503d1.rna_seq.genomic.gdc_realn.bam	60262e4ac74bc7bbe5ac6477015a8da1	12230692412	released
3b597152-bc08-4eff-82eb-fa73e7d2883f	24295c8b-a21b-498a-bdf8-3f41a229a8d5.rna_seq.genomic.gdc_realn.bam	a0485381d042e58f1e3763048a9af7b3	13205292486	released
a35cfa63-6a29-48cf-9527-55528a079261	727feed5-9ea6-4769-b616-e148ca0f6e02.rna_seq.genomic.gdc_realn.bam	4c92afa5e991a6ea0bcdf6baaa6e5460	14610921617	released
bb46dded-c2fe-494b-8b66-d63c8ea37367	c2f8982e-c47b-4b1b-b181-beab46a7158c.rna_seq.genomic.gdc_realn.bam	7bc564a634e9c9966bf9e07809264763	10004901824	released
5dcedf6f-ccb0-45c6-a11f-76ebf0f69bbb	c69c63e7-1f76-4294-bf55-7da39f2934d4.rna_seq.genomic.gdc_realn.bam	5c8ef2a48b3d911330a8d5566e8a2e49	16328573943	released
c5c19ade-4f85-47c0-a2d2-66aaf9a17ee9	3eea3660-6071-49cb-b426-fceffbe8e37c.rna_seq.genomic.gdc_realn.bam	cac66af8eb878b25442b3c336437b394	15751840681	released
0a140ce0-98b5-48eb-8547-e3cb582f6016	8cf37547-4e88-4be1-948d-9f3659a6c90d.rna_seq.genomic.gdc_realn.bam	2d7f6563b075d7dc3cdfcd6ba2aeed30	14261407136	released
5bc066e0-a705-48a2-b709-db0d710e854a	acb580cb-7c43-439c-a2c1-50391ff93e10.rna_seq.genomic.gdc_realn.bam	e9740469abb60db6c64d806115f459c2	14068083549	released
52b305f8-d9ff-49ea-a73d-5631296da1b2	c06c1843-67b7-481a-b80d-17712fd8e1f0.rna_seq.genomic.gdc_realn.bam	7cfdd394843546bda7f5a6796143e69f	14118297498	released
b2ef4761-a5d5-4396-9791-13245f458b53	ce5e176c-554a-4c4d-b0bd-ae4bcb4be143.rna_seq.genomic.gdc_realn.bam	7511941e95db7ed0a20c2f406931a55d	18201181509	released
e0d0ccc2-bcb1-4869-8cfd-a2535449311b	6fa4aab7-7d56-4329-baf5-25593968cf38.rna_seq.genomic.gdc_realn.bam	1217c5a12393a1e03f3d7e3d3dbee546	14618626624	released
bb84ee56-6590-4aaf-9914-65928d717349	a766ee89-7ec8-4f53-b01a-43da3c904495.rna_seq.genomic.gdc_realn.bam	cc554bdad52c4ade50995e74531e0ac9	10648630346	released
a92ff771-def1-4d1c-bc7c-3b18da9770e0	635ce8d2-9653-4e56-8e5e-5ccb46da7a33.rna_seq.genomic.gdc_realn.bam	4c04d957df7b2edbf67fa6a5e551c130	13407801430	released
e33a2493-6f8c-419d-ba7e-fa7dbf8c8746	be9e0632-bfab-4f23-bc63-70c8e7060669.rna_seq.genomic.gdc_realn.bam	0f1d6e71bec5e9785b09c3c53e59b874	13142414909	released
7d85db8d-9bbf-4b46-a678-ad531ab6e0a4	63abbccc-1e80-4b6c-8ce8-2722444f5570.rna_seq.genomic.gdc_realn.bam	3394f54ca0005da2ea02d3b7fe8bea12	17330036934	released
6fbbe5f2-38e4-48e3-945d-3fee58ec4d6a	bba65b2d-f372-4607-be61-227bf3904335.rna_seq.genomic.gdc_realn.bam	c3a6068b42086391bf40447c88b11a95	20028230017	released
505786ec-a514-4b97-ac3a-37e17545ae25	9ff30693-52cf-4125-a9cd-65900ef2d018.rna_seq.genomic.gdc_realn.bam	3f5df2788bd00f17608f50b252a2cb23	14015246633	released
21dd3191-9c80-40d5-ad60-06453ec6e8ce	98e8a1f3-2622-4603-afca-fb9e81243a32.rna_seq.genomic.gdc_realn.bam	65b71f90b959d4104dc64e9e72dc86d5	6766697820	released
e286166e-1885-4d10-ab7b-bd69098b7acf	8761d55f-706a-4180-a535-42b64bef36ec.rna_seq.genomic.gdc_realn.bam	4d0c5d411563cebfb970fe0f63796d5d	28748190390	released
da676800-f52e-4173-b0bb-aa886d4a3d07	382e7f84-399c-4dfb-977a-1ddc1c66b22d.rna_seq.genomic.gdc_realn.bam	c63b3082565385a6df390e67f8be58a2	15129024899	released
81cac89c-6b9b-434e-a5fa-249a2469aeb2	3aacbf4d-3ead-4e32-83c6-aabc4797e377.rna_seq.genomic.gdc_realn.bam	b391ffda0a2c8fab53773a6a6a98f349	16423628924	released
f04b7e9b-06a0-4c20-8ff1-9afd9f418287	2e01d4cd-527d-4335-a8cc-c434defc8a3f.rna_seq.genomic.gdc_realn.bam	29d8572423fa742a86370473fcd21673	12117297664	released
90e73f14-dd17-414b-bc1e-cce659728a7b	8b397736-190e-410f-9a42-27984ec919ba.rna_seq.genomic.gdc_realn.bam	f4398e8ced8fdac799f32d3668638173	16834139757	released
b945729b-82a7-4096-8063-6663fb56c86c	05b91997-5a17-4a37-b47f-f925aa166d59.rna_seq.genomic.gdc_realn.bam	423220da4c21db237911a95722132e05	6739029756	released
eb055d6b-fc9f-42b4-ba30-0539a5f05522	5b81a343-7c28-46be-903b-9b2b068d350e.rna_seq.genomic.gdc_realn.bam	0defc710d60b745bc69b109c4579cc36	9736530098	released
b764bfa7-63df-4aa7-9abe-805aa71575c4	8bb105ca-3ed0-4bd6-86f3-f870d262c145.rna_seq.genomic.gdc_realn.bam	eaaea1c76abd2711f13fce4e9aac08ff	14003337081	released
9130e6ea-e80a-4af8-8da5-a08277134b21	475ca708-8d3f-462c-a483-15235d503dac.rna_seq.genomic.gdc_realn.bam	c6991c0ea61ab82b4352d9084c38f313	7646697809	released
7974c3ed-7e7f-46c6-bb72-0e04232ce165	9f7c0fbb-d002-442f-914c-9db933f3f86b.rna_seq.genomic.gdc_realn.bam	00a2b70fb00b62b6caa825d7a090b975	9782648101	released
cff72275-9294-4b8b-b5b2-6700397a1e34	784180a3-334c-404c-bbde-15d4928c5c0e.rna_seq.genomic.gdc_realn.bam	0954e0da53cb9a720497af4cd3a44587	7485261958	released
1e4b3307-745b-4d77-80e5-fb12a4dba8e9	1425e792-2e02-4ca6-a76f-9311efb301f9.rna_seq.genomic.gdc_realn.bam	48bd74a01ed7d551291f82d2cc8f5a7f	14773523121	released
00bbeac8-115d-4d5b-898c-3356d7877fd4	ad601a5c-0b18-4535-a922-37b67e7f989c.rna_seq.genomic.gdc_realn.bam	ca1e7cd3fc33ec0e13272ad9ebd29d29	34640678104	released
1777669a-e37b-4c66-beed-c9d8af6530ee	3d11f804-7d91-41ef-9feb-280cd3f70432.rna_seq.genomic.gdc_realn.bam	067b3715a59bece42cf25c664b223ba7	18302306146	released
911820b5-db49-4bb2-a523-217ecb68b391	0e2b6b82-8dc9-40c1-a564-497d04877a10.rna_seq.genomic.gdc_realn.bam	558ebde97df2397c1c5ed5a5e87276e7	18651968609	released
89e23705-1c22-4b50-b269-60343efd1464	7d1ff7c5-7914-45bd-8acd-575e4a0379fb.rna_seq.genomic.gdc_realn.bam	fd243ab4e21790c7aed5139d86ecb24b	12008531303	released
0c3ea986-eee6-4c6e-80e4-8e10f83fe28c	2e437a60-c6df-407d-9f8f-c8b418434821.rna_seq.genomic.gdc_realn.bam	f0c7ed2819bab72fb51602d593755b75	12609082286	released
2aa0fdf5-7234-4320-87fb-20a65323547f	cd1d2bf3-da4e-464e-b5c4-4df45865525b.rna_seq.genomic.gdc_realn.bam	036e6da754ffef75b64425043a1d0470	12143261427	released
40bf917b-826d-4529-a8dd-b7d416680b99	59189f65-6c80-4e57-a849-8e9381c03ab8.rna_seq.genomic.gdc_realn.bam	46b39899199fa9f453351d1b94365bee	15030453559	released
458d5fe4-433c-4eca-9ac5-8c2728141440	f46532ff-fa94-400e-9828-1c6eb6246688.rna_seq.genomic.gdc_realn.bam	9ae4876f9abc81973f555133cc2b68b9	10756118543	released
518ca6a2-6be3-4ed2-a52b-50338690bc4f	f861b72d-0b68-46e1-9ce0-56f84226f18e.rna_seq.genomic.gdc_realn.bam	bfe45ee3515f4bffe2979c78e10fe404	13717836857	released
707185ec-c0df-455a-bbcf-5143388d23a3	1e01daec-2646-4dea-ac20-f0c0f748e607.rna_seq.genomic.gdc_realn.bam	5393923d4ff0004e3a06672e672ed109	14267290748	released
fc22f591-1b39-4de7-83cb-88e0c4d4e5eb	d3b4c71f-7716-4135-8298-e9087f2d9ddb.rna_seq.genomic.gdc_realn.bam	93fc3a1dceb89abab4e5cb35f8d53327	11121642119	released
c6bf22a4-c888-4a9d-a8db-15f2fdee67bf	61019c48-8ef4-443e-8b36-369daecb6ee4.rna_seq.genomic.gdc_realn.bam	55e1d1cde31dd4a07ce9995caea816d0	14511432935	released
27c157e1-57c5-4489-8818-a3c5e104c7c4	302b307b-1c02-46a4-ab3f-83ed50f0424a.rna_seq.genomic.gdc_realn.bam	fa18b9634618b59f446f5f2f613f7ef6	11198675056	released
8fd44ef6-b2fe-4bd9-91ce-ca29428d8c81	cf65b266-edea-47d6-ae9e-71dc60bf7cce.rna_seq.genomic.gdc_realn.bam	049182f96534b0fb6407ee39ded88975	14335333253	released
